,pc1,GMM_cluster,K_means_cluster,target
91,-548.1353996892583,0,1,0
92,2336.8643924336493,3,3,0
93,-548.1356590975372,0,1,0
94,-548.1278866886956,0,1,1
95,-548.1357643352569,0,1,0
96,-548.1352357534847,0,1,0
97,-548.1350931539629,0,1,1
98,-548.1460982155336,0,1,0
99,-548.1398655211074,0,1,0
100,-548.133002159648,0,1,1
101,-548.1348069201239,0,1,0
102,-548.1347248927476,0,1,1
103,-548.1314932953402,0,1,1
104,-548.1362917090389,0,1,0
105,-548.1324596746016,0,1,1
106,-548.1445441320495,0,1,0
107,-548.1316521980543,0,1,1
108,11129.866136525528,2,7,1
109,-548.1400017920679,0,1,0
110,-548.1353243160352,0,1,0
111,-548.1447679711933,0,1,0
112,-548.135368735478,0,1,0
113,-548.1360523811284,0,1,0
114,-548.1420738936772,0,1,0
115,4464.869730217458,6,5,0
116,-548.1362905223956,0,1,0
117,2554.86682909432,3,3,1
118,-548.1361155944353,0,1,0
119,-548.1444224297278,0,1,0
120,-548.1351854469237,0,1,0
121,-548.1350115622033,0,1,0
122,-548.1347103112475,0,1,1
123,-548.1351566857273,0,1,0
124,-548.1351637634514,0,1,1
125,-548.135243097196,0,1,1
126,-548.1466283644235,0,1,0
127,-548.1353304440554,0,1,0
128,-548.1353887478338,0,1,0
129,-548.1325985267742,0,1,1
130,-548.137716604224,0,1,0
131,-548.1284082402327,0,1,0
132,-548.1348109736223,0,1,0
133,-548.1306805570392,0,1,0
134,-548.1352244758245,0,1,0
135,6749.870943957261,5,2,1
136,-548.1353499793106,0,1,0
137,-548.1353425077954,0,1,0
138,-548.126066918598,0,1,0
139,-548.1300672598906,0,1,1
140,-548.1337211778056,0,1,0
141,-548.1353382149254,0,1,0
142,-548.1307006076405,0,1,0
143,-548.1351055323033,0,1,1
144,-548.1353531005199,0,1,0
145,-548.1354437761744,0,1,0
146,-548.1353012921672,0,1,0
147,-2033.1451420354526,4,4,1
148,14475.877293136451,1,0,1
149,-548.1407125947708,0,1,0
150,-548.1345724189091,0,1,0
151,-548.1353052327548,0,1,0
152,-548.1358246042088,0,1,0
153,-548.1353999792971,0,1,0
154,-548.1397793757969,0,1,0
155,-548.1261168448832,0,1,0
156,-548.1350947712959,0,1,1
157,-548.1416644381883,0,1,0
158,6749.864479919196,5,2,1
159,-548.1371288143055,0,1,0
160,-548.1348318921572,0,1,0
161,-548.1284360420889,0,1,0
162,-548.1335187643496,0,1,0
163,13001.867945617454,2,6,1
164,-548.1398524284454,0,1,0
165,-548.1351834119356,0,1,0
166,-548.1381094714565,0,1,0
167,-548.1234451276642,0,1,0
168,-548.1443081113403,0,1,0
169,2915.86362197696,3,3,0
170,-548.125511050586,0,1,1
171,8065.864220686138,2,2,1
172,-548.1449429859148,0,1,0
173,-548.1403110511671,0,1,0
174,4464.86593652279,6,5,0
175,-548.1352366722257,0,1,1
176,-548.1356964876653,0,1,0
177,7139.863976780867,5,2,1
178,-548.1354402021965,0,1,0
179,-548.1353104066302,0,1,0
180,7139.866735465175,5,2,1
181,-548.1352006248579,0,1,0
182,-548.1352733795077,0,1,0
183,-548.1241627125622,0,1,0
184,-548.1353651847953,0,1,0
185,-548.1353867826627,0,1,0
186,-548.1503771156703,0,1,0
187,-548.1479293696497,0,1,0
188,-548.1334964143986,0,1,0
189,-548.1307020167596,0,1,0
190,-548.1261469563404,0,1,1
191,-548.1352515246607,0,1,0
192,-548.1352072420899,0,1,0
193,-548.1463374799663,0,1,0
194,-548.1353141770495,0,1,1
195,-548.1370176277021,0,1,0
196,-548.1374641414491,0,1,0
197,-548.1294782121699,0,1,0
198,-548.1356441473436,0,1,0
199,-548.1354018404955,0,1,0
200,-548.1444123470907,0,1,0
201,-548.1311096622268,0,1,0
202,-548.1255770198346,0,1,0
203,-548.1278875692134,0,1,0
204,-548.1347089402277,0,1,1
205,-548.1151152878786,0,1,1
206,-548.1306830280929,0,1,0
207,-2525.1249850138165,4,4,1
208,-548.1351685238153,0,1,0
209,-548.1299439841217,0,1,1
210,-2753.1357699711048,4,4,0
211,-548.144293043878,0,1,0
212,-548.1351096706418,0,1,0
213,-548.1216218430438,0,1,0
214,-548.1422772774982,0,1,0
215,-548.1348101041872,0,1,0
216,-2138.132221013497,4,4,0
217,-2450.135002321758,4,4,1
218,-548.1209948519838,0,1,1
219,-2525.1204594794126,4,4,1
220,-548.1488705760125,0,1,0
221,-548.1351026754377,0,1,0
222,-2450.1342876643685,4,4,1
223,-548.1351678929507,0,1,0
224,4464.867096950939,6,5,0
225,-548.1350843589728,0,1,1
226,-548.1349098871983,0,1,0
227,-548.1352791658968,0,1,0
228,-548.1352386860285,0,1,0
229,-548.1448376798155,0,1,0
230,-548.1353585238115,0,1,0
231,-548.1459042471929,0,1,0
232,14475.882175362436,1,0,1
233,-548.1352781083486,0,1,0
234,-548.1347379619641,0,1,0
235,-548.1367305840993,0,1,1
236,-548.1350195445507,0,1,0
237,-548.1310090613817,0,1,1
238,-548.136900695444,0,1,1
239,-548.1291959931907,0,1,0
240,-548.1353136597626,0,1,0
241,-548.1352607207396,0,1,0
242,-548.1256824568379,0,1,0
243,4464.864872050533,6,5,0
244,-548.1358671848033,0,1,0
245,-548.1353367978602,0,1,1
246,-548.1353761033595,0,1,0
247,-548.1354273676471,0,1,0
248,6749.862142188065,5,2,1
249,-548.1353726967617,0,1,0
250,-548.1246832369238,0,1,0
251,-548.1397557152414,0,1,0
252,-548.1338853305674,0,1,0
253,-548.1214732962779,0,1,0
254,-548.1305854850381,0,1,1
255,-548.1353847210255,0,1,0
256,-548.1353356914954,0,1,0
257,-548.1351815223844,0,1,0
258,-548.1192532794454,0,1,0
259,-548.1353464072749,0,1,0
260,-2112.129105501875,4,4,1
261,-548.1348499573901,0,1,1
262,-548.1445010361714,0,1,0
263,-548.1237231464752,0,1,0
264,-548.1351049161276,0,1,0
265,-548.1353373468019,0,1,0
266,-548.1352195031237,0,1,0
267,-548.1354060340998,0,1,0
268,6300.870749375679,5,2,0
269,-548.1444626625763,0,1,0
270,-548.1447434177137,0,1,0
271,4464.864755641636,6,5,0
272,2922.8658702625426,3,3,0
273,-548.1353722169317,0,1,0
274,-548.135260528801,0,1,0
275,-2727.1349399701785,4,4,0
276,-548.126869097347,0,1,0
277,-548.1346617386284,0,1,1
278,-548.1458539127542,0,1,0
279,-548.135141503879,0,1,0
280,-548.1359984333227,0,1,0
281,-548.140187598513,0,1,0
282,13535.865937152816,2,6,1
283,-548.1497700448903,0,1,0
284,-2150.149382840171,4,4,0
285,-548.1353465700197,0,1,1
286,-548.1447771237333,0,1,0
287,-548.1353794961084,0,1,0
288,7139.868550846157,5,2,1
289,1780.8742524025306,3,8,0
290,-1888.1345882611336,4,4,0
291,-548.1350990641658,0,1,1
292,-548.1357633659367,0,1,0
293,-548.1278412289023,0,1,1
294,2554.864670589665,3,3,1
295,-548.1425847690183,0,1,0
296,-548.1420826367188,0,1,1
297,-548.1304498800777,0,1,1
298,-548.1269108152917,0,1,0
299,-2150.147446167326,4,4,0
300,-548.1283011873644,0,1,0
301,-548.1333481139034,0,1,0
302,-548.1088129345789,0,1,0
303,-548.1352560476146,0,1,0
304,-548.135344858528,0,1,0
305,-548.1367061731441,0,1,1
306,-2435.136846351343,4,4,1
307,-548.1266676085213,0,1,0
308,-548.134253526038,0,1,1
309,-548.1353227447597,0,1,0
310,-548.1347387283672,0,1,0
311,-548.1350957406162,0,1,1
312,-548.1349786504452,0,1,0
313,-548.1259784963097,0,1,0
314,-548.1353567275781,0,1,0
315,-548.1306501637202,0,1,0
316,-548.1299857122542,0,1,0
317,-548.1347860865702,0,1,0
318,-548.1398750928627,0,1,0
319,13795.863125552041,2,6,1
320,-548.1462859239083,0,1,0
321,-548.1329033395276,0,1,0
322,-548.131777955526,0,1,0
323,4101.869038769631,6,5,0
324,-548.1354045918824,0,1,0
325,-548.1114705276266,0,1,0
326,-548.1494417111888,0,1,0
327,-548.1438139097022,0,1,0
328,-548.1355665861147,0,1,1
329,-548.1284098140699,0,1,0
330,-548.1353761033595,0,1,0
331,-548.1352242567053,0,1,0
332,-548.1353063029622,0,1,0
333,-548.1352812407129,0,1,1
334,-548.1444945319301,0,1,1
335,-548.1352907990995,0,1,0
336,-548.1353303532377,0,1,0
337,-548.1352542732536,0,1,0
338,-548.1354102139389,0,1,0
339,-548.1352264187889,0,1,0
340,-548.1498316233567,0,1,0
341,-548.137701439641,0,1,0
342,-548.1347233933717,0,1,0
343,-548.1353247921153,0,1,0
344,14475.868257456048,1,0,1
345,-548.1281040291393,0,1,0
346,-548.132998486685,0,1,0
347,-548.1352606726457,0,1,1
348,-548.1353195778685,0,1,0
349,-548.1315235875709,0,1,0
350,-548.1353833781493,0,1,0
351,-548.1351158330542,0,1,0
352,-548.1259288442071,0,1,0
353,-548.1353239824354,0,1,0
354,-548.1351857699018,0,1,0
355,-548.1330153836535,0,1,1
356,-548.1307668521773,0,1,0
357,-548.1347091107606,0,1,1
358,-548.1324223730986,0,1,0
359,-548.1306093150214,0,1,0
360,14475.868141983949,1,0,1
361,-548.135243097196,0,1,0
362,-548.1322766335763,0,1,1
363,-548.129986105122,0,1,1
364,-548.1351691530782,0,1,0
365,-548.1259460628361,0,1,0
366,-548.1346866995366,0,1,1
367,-548.1353446463899,0,1,0
368,-548.1421510405937,0,1,0
369,-548.1308218296125,0,1,0
370,-548.1351317225299,0,1,0
371,-548.1297349118543,0,1,1
372,-548.1355542379672,0,1,0
373,2554.8696166169457,3,3,0
374,-548.1415653887626,0,1,0
375,-548.135387418647,0,1,0
376,-548.1443230311143,0,1,0
377,-548.1353379271362,0,1,0
378,-548.1353918631739,0,1,0
379,-548.1353151680499,0,1,0
380,-548.1353472248578,0,1,0
381,-548.1363545550649,0,1,0
382,-548.1238800007799,0,1,0
383,-548.1360386650957,0,1,0
384,-548.1345214037241,0,1,1
385,-548.1353412423871,0,1,0
386,-548.1346602855953,0,1,0
387,-548.138004150538,0,1,0
388,-548.1461185901189,0,1,0
389,-548.11972621746,0,1,0
390,-548.134603943283,0,1,0
391,-548.1439024890353,0,1,0
392,1248.8565743319298,3,8,0
393,-548.1352174772563,0,1,0
394,-548.134757546501,0,1,0
395,-548.1406757882194,0,1,0
396,-548.1256051532093,0,1,0
397,-548.1421684258453,0,1,0
398,-548.1352366721137,0,1,1
399,-548.1463268630978,0,1,0
400,-548.121599558321,0,1,0
401,-548.1260716546441,0,1,0
402,-548.116575008222,0,1,1
403,-548.1347755539163,0,1,0
404,-548.1335218895018,0,1,0
405,-548.1394571514151,0,1,0
406,-548.1258528340211,0,1,1
407,-548.1374940880393,0,1,0
408,-548.1283641126474,0,1,0
409,-548.1254292510405,0,1,1
410,-548.1438675579506,0,1,0
411,-548.1353757258437,0,1,0
412,-548.1376055180284,0,1,0
413,-548.1353327475979,0,1,1
414,-548.1347452185474,0,1,0
415,-548.1420824584646,0,1,0
416,-548.1316140796132,0,1,0
417,-548.1325259442981,0,1,0
418,-548.1482690815759,0,1,0
419,-548.1261493234002,0,1,0
420,-548.1348279648896,0,1,0
421,-548.1330226375584,0,1,0
422,-548.1282239139474,0,1,1
423,-548.1401726164034,0,1,0
424,-548.1352060346181,0,1,0
425,-548.1194205403555,0,1,0
426,-548.1347488983661,0,1,0
427,-548.1300376847857,0,1,1
428,-548.131214993462,0,1,0
429,-548.1363132899922,0,1,0
430,-548.1448147037767,0,1,0
431,-548.1322986622059,0,1,1
432,-548.1347514131093,0,1,0
433,14475.86371834202,1,0,1
434,-548.1320842462387,0,1,1
435,-548.1344194335604,0,1,0
436,-548.1394116661011,0,1,0
437,-548.1348302279343,0,1,0
438,4464.867511836535,6,5,0
439,-548.13541693348,0,1,0
440,-548.1396604567074,0,1,0
441,-548.1351045434556,0,1,1
442,-548.1301529213868,0,1,0
443,-548.147990319753,0,1,0
444,-2052.132907684816,4,4,0
445,-548.1352950471695,0,1,0
446,-2435.1321771467583,4,4,1
447,-548.1301572958639,0,1,1
448,-548.1525915030215,0,1,0
449,-548.1398695317403,0,1,0
450,-548.1312472462865,0,1,0
451,-548.1352437353127,0,1,0
452,-548.1346020363571,0,1,0
453,-548.1375310423241,0,1,0
454,-548.1311247303885,0,1,0
455,-548.1399922493258,0,1,0
456,-2424.134995639036,4,4,0
457,-548.1347490591909,0,1,0
458,-548.1301891346446,0,1,0
459,-2217.1327521962576,4,4,0
460,14475.868304188632,1,0,1
461,-548.1352195335924,0,1,0
462,-548.135260676744,0,1,1
463,-548.1399287189449,0,1,0
464,-548.1356217650775,0,1,0
465,-548.1350947712959,0,1,0
466,-548.1444065431319,0,1,0
467,-548.1283056075404,0,1,1
468,-548.1351294138891,0,1,0
469,-548.1151688678112,0,1,1
470,-548.1347109115468,0,1,1
471,-548.125691876215,0,1,0
472,-548.1353747877778,0,1,0
473,-548.1353605193162,0,1,0
474,2086.8639932650003,3,3,0
475,-548.1352082706244,0,1,1
476,-548.1351163448292,0,1,0
477,-548.1422363988545,0,1,0
478,-548.1425863537568,0,1,0
479,-548.1293274122404,0,1,1
480,2048.862537029354,3,3,0
481,-548.1398494159052,0,1,0
482,-548.1427675640365,0,1,0
483,-548.1350834058285,0,1,0
484,-548.1346993878634,0,1,1
485,-548.1352518978399,0,1,0
486,-2727.137655323774,4,4,0
487,-548.1330379814652,0,1,0
488,-548.134559843812,0,1,0
489,-548.1409037704884,0,1,0
490,-548.1351243506417,0,1,0
491,-548.135243097196,0,1,0
492,-548.1351267864135,0,1,0
493,-548.1300289364067,0,1,0
494,-548.1490223517746,0,1,0
495,-548.1352613828972,0,1,1
496,-2396.134444352587,4,4,1
497,-548.1489515858148,0,1,0
498,-548.1347202242504,0,1,0
499,-548.1360330609542,0,1,0
500,-548.1355965614398,0,1,0
501,-548.1259742329582,0,1,0
502,-548.1330625572278,0,1,0
503,-548.1398680049928,0,1,0
504,-548.1356207170287,0,1,0
505,14475.863142107812,1,0,1
506,-548.1352756245692,0,1,0
507,-548.1347110017329,0,1,0
508,-548.1316556067982,0,1,1
509,-548.1352681999695,0,1,1
510,2336.864635418316,3,3,0
511,-548.1353373468019,0,1,0
512,-548.1354201480857,0,1,0
513,-548.1347275739381,0,1,0
514,-548.1351198740691,0,1,0
515,-548.1351799264983,0,1,0
516,-548.1445888729068,0,1,0
517,-548.1362267679896,0,1,0
518,-548.1356776219018,0,1,0
519,-548.1358478538606,0,1,1
520,-548.1347492441794,0,1,0
521,-548.1261091942913,0,1,1
522,-548.1353653281931,0,1,0
523,-548.1438260308495,0,1,0
524,-548.1326104533944,0,1,0
525,2415.851542343179,3,3,0
526,-548.1353442963605,0,1,0
527,-548.1351956283885,0,1,0
528,-548.1352706328985,0,1,1
529,-548.1362513753897,0,1,0
530,-2176.131152065129,4,4,0
531,-548.1349230935366,0,1,1
532,-548.1353866252238,0,1,0
533,-548.1347400645823,0,1,1
534,-548.1352885634587,0,1,0
535,3837.8664524967594,3,5,1
536,-548.1379876202018,0,1,0
537,-548.1468545811437,0,1,0
538,-548.116328284176,0,1,1
539,-548.1328086463203,0,1,1
540,-548.1328733694958,0,1,0
541,-548.1325039791741,0,1,0
542,-548.1445724810469,0,1,0
543,-548.1352440665163,0,1,1
544,-548.1349806772007,0,1,0
545,-548.1393789104134,0,1,0
546,-548.1319748597144,0,1,0
547,-548.1256005851576,0,1,0
548,-548.1354844980577,0,1,0
549,-548.1209744909784,0,1,0
550,-548.1444284070467,0,1,0
551,-548.1348085070252,0,1,0
552,-548.1353784704193,0,1,0
553,-548.1353499208333,0,1,0
554,-2525.1185102057525,4,4,1
555,-548.1430804059997,0,1,0
556,-548.1353854085717,0,1,0
557,-548.1351228439114,0,1,0
558,-548.1353362436497,0,1,1
559,-548.1352536042535,0,1,0
560,-548.1348095259921,0,1,0
561,-548.1301050450535,0,1,0
562,-548.1342410528661,0,1,1
563,-548.1254416135291,0,1,1
564,-548.135361134439,0,1,0
565,-548.1261032337823,0,1,1
566,-548.132824433829,0,1,0
567,-548.1485075854039,0,1,0
568,-548.1354619023979,0,1,0
569,-548.1298805992257,0,1,1
570,-548.1330355723113,0,1,0
571,-548.1215566370065,0,1,0
572,-2289.13453431638,4,4,0
573,-548.1352262529383,0,1,0
574,-548.1352037470095,0,1,0
575,-548.1517038566858,0,1,0
576,14475.86840939355,1,0,1
577,-548.1352956121617,0,1,0
578,-548.1353531898155,0,1,0
579,-548.1422542701443,0,1,0
580,-548.1353608908712,0,1,0
581,-548.1279074436417,0,1,0
582,-548.1260712191215,0,1,1
583,-548.1352777482836,0,1,1
584,-548.135621686349,0,1,0
585,-548.1438786645917,0,1,0
586,-548.1302191026529,0,1,0
587,-548.1235472478851,0,1,1
588,-548.1348579881602,0,1,0
589,-548.137964186557,0,1,0
590,-548.1460201461911,0,1,0
591,-548.1376408240964,0,1,0
592,-548.1397135552481,0,1,0
593,-548.1352790417468,0,1,0
594,-548.146280782964,0,1,0
595,-548.1348072400958,0,1,0
596,-548.1213223465157,0,1,1
597,-548.1152223581674,0,1,1
598,-548.1397997938611,0,1,0
599,2554.8717793757924,3,3,1
600,-548.1268691804315,0,1,0
601,-548.1422589945141,0,1,0
602,-548.1347917945876,0,1,0
603,-548.1255662147317,0,1,1
604,-548.1359861625576,0,1,0
605,-548.1356525263571,0,1,0
606,-548.1446084854161,0,1,0
607,-2435.135052222408,4,4,1
608,4629.864647619667,6,5,1
609,-548.1353742938569,0,1,0
610,-548.1306032312262,0,1,0
611,-548.1397827099238,0,1,0
612,-548.1305866521661,0,1,0
613,14475.868026372382,1,0,1
614,-548.1328257656874,0,1,1
615,-548.134981292606,0,1,0
616,-548.130171625415,0,1,0
617,7139.8689973756345,5,2,1
618,-548.1305387524549,0,1,1
619,-2525.1297426197148,4,4,1
620,-548.139891980341,0,1,0
621,-548.133226743884,0,1,0
622,-548.1353412423871,0,1,1
623,-548.1377068115848,0,1,0
624,-548.1306826303039,0,1,0
625,-548.1349167345392,0,1,0
626,-548.1296637095969,0,1,1
627,-548.128563714238,0,1,0
628,-548.1347165632804,0,1,0
629,-548.1443531625571,0,1,0
630,-548.1216157437392,0,1,0
631,-548.1305818758711,0,1,1
632,-548.1315990965162,0,1,0
633,-548.1367335014068,0,1,0
634,-548.1351993036047,0,1,0
635,-548.147266971238,0,1,0
636,-548.1350297255809,0,1,0
637,-548.1352722502317,0,1,0
638,1556.864501110594,3,8,0
639,-548.1334564523087,0,1,0
640,-2217.1214559685804,4,4,0
641,-548.1507865846179,0,1,0
642,-548.1393712804723,0,1,0
643,-548.1259771485732,0,1,1
644,-2528.13503088666,4,4,0
645,-548.1351675948722,0,1,0
646,-548.1351722462065,0,1,1
647,-2217.1346194744747,4,4,0
648,1914.86409240595,3,8,0
649,-548.1347293037172,0,1,0
650,-548.1351402375586,0,1,0
651,-548.130688505045,0,1,1
652,-548.135260676744,0,1,0
653,-548.1470381655454,0,1,0
654,-548.1348031986645,0,1,0
655,-548.130525312289,0,1,0
656,-548.1330383189204,0,1,0
657,-2525.135048441775,4,4,1
658,-548.1353884545522,0,1,0
659,-548.1353046642532,0,1,0
660,-548.1357488138503,0,1,0
661,-548.1265009947033,0,1,0
662,14475.868444598882,1,0,1
663,-548.136344067728,0,1,0
664,-548.1262502669539,0,1,0
665,-548.1377318287849,0,1,0
666,-548.1307115011542,0,1,0
667,-548.1351929164869,0,1,0
668,-548.1354494305417,0,1,0
669,-2794.139607660564,4,4,1
670,-548.135285779517,0,1,0
671,14475.873032636937,1,0,1
672,1865.8644763393472,3,8,0
673,-548.1330725842377,0,1,0
674,-548.1092012288783,0,1,0
675,-548.1352992104628,0,1,0
676,-548.145053865405,0,1,0
677,-548.1351055368582,0,1,1
678,-2289.134519479319,4,4,0
679,-548.1398750928627,0,1,0
680,4629.864070336776,6,5,1
681,6881.866598145984,5,2,1
682,-548.1346829291175,0,1,1
683,-548.1347519212729,0,1,0
684,-548.1351702292135,0,1,0
685,-548.1352743379296,0,1,0
686,-548.1351410602773,0,1,0
687,-548.13273253399,0,1,0
688,-548.1334758611849,0,1,0
689,-548.1077272373662,0,1,1
690,-548.1348506502195,0,1,0
691,6749.870391302092,5,2,1
692,-548.1352491494958,0,1,0
693,-548.1435569417506,0,1,0
694,-548.1346866995366,0,1,1
695,-548.1346525605222,0,1,0
696,-548.1471003851506,0,1,0
697,-548.12850699332,0,1,0
698,-548.1343309123446,0,1,1
699,-548.1374636933397,0,1,0
700,-548.1306124660246,0,1,0
701,-548.1193384453076,0,1,0
702,-548.1352280129565,0,1,0
703,-548.1353832033997,0,1,0
704,-548.1351760468162,0,1,0
705,-548.1379466070092,0,1,0
706,-548.1251746073381,0,1,0
707,-548.1421121212405,0,1,0
708,-548.1255938564248,0,1,1
709,-548.1421121212405,0,1,0
710,-2450.129860641036,4,4,1
711,-548.1343684153022,0,1,0
712,-548.1342975834768,0,1,0
713,-548.1369017597436,0,1,0
714,-548.1347914748288,0,1,0
715,-548.135902023247,0,1,0
716,-548.134704328645,0,1,1
717,-548.1261806065855,0,1,0
718,3837.8689538817866,3,5,0
719,-548.1388134437996,0,1,0
720,-548.1352195031237,0,1,0
721,-548.1353317378358,0,1,0
722,-548.1352736271622,0,1,0
723,-2528.137396898327,4,4,0
724,-548.1345298307319,0,1,0
725,-548.1347336648182,0,1,1
726,-548.1352217387645,0,1,0
727,-548.1334887366841,0,1,1
728,-548.1353833413606,0,1,0
729,-548.1360222208149,0,1,0
730,-548.1348716223323,0,1,1
731,-548.1353451305907,0,1,0
732,-548.1354005743029,0,1,0
733,-548.1356344150576,0,1,0
734,-548.1352827428934,0,1,0
735,14475.875145884293,1,0,1
736,2915.868074639247,3,3,0
737,1805.8645900546132,3,8,0
738,-548.1346866995366,0,1,0
739,-548.135244506594,0,1,0
740,14475.87258105982,1,0,1
741,-548.137671504845,0,1,0
742,-548.1351823956887,0,1,1
743,-548.1353526470047,0,1,0
744,-548.1353617633656,0,1,0
745,-548.1356738239424,0,1,0
746,-548.1275900707714,0,1,1
747,-548.1302011194911,0,1,0
748,6749.864191179818,5,2,1
749,-2058.1491850731304,4,4,0
750,-548.1397313330245,0,1,0
751,-548.1310712441987,0,1,1
752,45.85787878581591,3,1,0
753,-548.144376661225,0,1,0
754,-548.1361163035394,0,1,0
755,-548.1353295923128,0,1,0
756,-548.1353585238115,0,1,0
757,-548.12907644871,0,1,1
758,-548.1397607348239,0,1,0
759,-548.1384046854362,0,1,0
760,-548.142292885831,0,1,0
761,-548.1368132310545,0,1,0
762,-548.1322657341964,0,1,1
763,-2525.129645230148,4,4,1
764,-548.1367037254206,0,1,0
765,-548.1353749849818,0,1,0
766,-548.1348379110423,0,1,0
767,-548.1259549078819,0,1,1
768,-548.1350448638962,0,1,0
769,-548.1518255093733,0,1,0
770,-548.1421933282169,0,1,0
771,7139.865244353334,5,2,1
772,-548.1488863889356,0,1,0
773,-548.1354066795802,0,1,0
774,-548.1346537806369,0,1,1
775,-548.1301652146178,0,1,1
776,-548.1495565437849,0,1,0
777,10056.849908796914,2,7,1
778,-548.1352456315409,0,1,0
779,-548.1349450426521,0,1,0
780,-548.135937837858,0,1,0
781,7139.863722112937,5,2,1
782,-548.1449565322064,0,1,0
783,-2396.1276177557893,4,4,1
784,-548.1484525396589,0,1,0
785,-548.1296544300947,0,1,0
786,-548.1357278886646,0,1,0
787,-548.1489775084948,0,1,0
788,-548.1352840507521,0,1,0
789,-548.1262092352872,0,1,0
790,-548.1333729567095,0,1,1
791,-548.1458582540204,0,1,0
792,-548.1351801709361,0,1,0
793,-548.1348652238177,0,1,0
794,-548.1284641837345,0,1,0
795,-548.1354147971047,0,1,0
796,-548.1391282186053,0,1,1
797,-548.1306818843427,0,1,0
798,-548.1306026685041,0,1,0
799,-548.1347868914231,0,1,0
800,-548.1216896436302,0,1,0
801,-548.1372059815884,0,1,0
802,-548.1302318204322,0,1,0
803,-548.1420737317895,0,1,0
804,2922.8610703747263,3,3,0
805,-548.1401647681201,0,1,0
806,-548.1353575653898,0,1,0
807,-548.1344570450894,0,1,1
808,-548.1353414610131,0,1,0
809,-548.1214427587649,0,1,1
810,-548.1330055131788,0,1,0
811,-548.1260938503843,0,1,0
812,-548.1357421336826,0,1,0
813,-548.1306219431617,0,1,0
814,-548.135352141767,0,1,0
815,14475.863010457222,1,0,1
816,-548.1353038697607,0,1,0
817,-548.1354209837422,0,1,0
818,-548.1301922314977,0,1,0
819,-548.1355965614398,0,1,0
820,-548.1083823618836,0,1,0
821,-548.1496694610239,0,1,0
822,-548.1349115893188,0,1,0
823,-548.1353997951734,0,1,0
824,-548.1353120995822,0,1,0
825,-548.1350611282711,0,1,0
826,-548.1376328941321,0,1,0
